DateTime,Year,Month,Day,Parma,Lucky
10/17/1998,1998,10,17,791.75,875.45
10/18/1998,1998,10,18,753.21,918.26
10/19/1998,1998,10,19,742.26,900.75
10/20/1998,1998,10,20,926.28,971.06
10/21/1998,1998,10,21,1047.75,954.46
10/22/1998,1998,10,22,945.48,937.37
10/23/1998,1998,10,23,956.6,985.69
10/24/1998,1998,10,24,955.95,957.08
10/25/1998,1998,10,25,926.45,924.66
10/26/1998,1998,10,26,913.87,959.91
10/27/1998,1998,10,27,899.75,854.6
10/28/1998,1998,10,28,906.88,1041.29
10/29/1998,1998,10,29,901.23,926.1
10/30/1998,1998,10,30,907.5,878.2
10/31/1998,1998,10,31,928.38,957.81
11/1/1998,1998,11,1,933.02,844.42
11/2/1998,1998,11,2,926.21,877.5
11/3/1998,1998,11,3,914.01,807.48
11/4/1998,1998,11,4,911.05,1003.91
11/5/1998,1998,11,5,924.41,906.72
11/6/1998,1998,11,6,947.75,1019.4
11/7/1998,1998,11,7,924.54,963.73
11/8/1998,1998,11,8,941.15,1008.85
11/9/1998,1998,11,9,943.28,880.53
11/10/1998,1998,11,10,918.85,943.87
11/11/1998,1998,11,11,911.91,955.73
11/12/1998,1998,11,12,899.86,876.8
11/13/1998,1998,11,13,891.15,884.11
11/14/1998,1998,11,14,892.24,957.19
11/15/1998,1998,11,15,890.32,1005.18
11/16/1998,1998,11,16,880.94,985.75
11/17/1998,1998,11,17,884.99,990.83
11/18/1998,1998,11,18,879.04,1003.86
11/19/1998,1998,11,19,865.36,927.42
11/20/1998,1998,11,20,860.78,1014.86
11/21/1998,1998,11,21,921.78,1422.56
11/22/1998,1998,11,22,917.7,1759.96
11/23/1998,1998,11,23,880.97,1261.71
11/24/1998,1998,11,24,867.02,1668.25
11/25/1998,1998,11,25,864.27,1337.08
11/26/1998,1998,11,26,857.58,1141.81
11/27/1998,1998,11,27,849.42,1188.93
11/28/1998,1998,11,28,858.58,1257
11/29/1998,1998,11,29,895.77,1290.72
11/30/1998,1998,11,30,861.66,1212.22
12/1/1998,1998,12,1,896.31,1231.72
12/2/1998,1998,12,2,870.14,1256.93
12/3/1998,1998,12,3,914.27,1505.32
12/4/1998,1998,12,4,900.55,1416.87
12/5/1998,1998,12,5,843.83,1216.48
12/6/1998,1998,12,6,854.25,1046.44
12/7/1998,1998,12,7,850.14,966.96
12/8/1998,1998,12,8,848.4,1081.47
12/9/1998,1998,12,9,840.19,873.92
12/10/1998,1998,12,10,838.8,751.62
12/11/1998,1998,12,11,842.02,1171.09
12/12/1998,1998,12,12,829.91,1126.53
12/13/1998,1998,12,13,827.96,1082.33
12/14/1998,1998,12,14,831.15,1043.94
12/15/1998,1998,12,15,817.92,1008.11
12/16/1998,1998,12,16,815.37,899.51
12/17/1998,1998,12,17,814.47,931.43
12/18/1998,1998,12,18,824.78,838.72
12/19/1998,1998,12,19,800.2,732.89
12/20/1998,1998,12,20,767.02,417.07
12/21/1998,1998,12,21,739.19,300.81
12/22/1998,1998,12,22,765.65,413.55
12/23/1998,1998,12,23,757.3,614.56
12/24/1998,1998,12,24,762.28,773.91
12/25/1998,1998,12,25,785.5,1179.91
12/26/1998,1998,12,26,786.77,979.34
12/27/1998,1998,12,27,800.82,1416.54
12/28/1998,1998,12,28,866.61,795.38
12/29/1998,1998,12,29,991.03,2159.63
12/30/1998,1998,12,30,928.27,2076.63
12/31/1998,1998,12,31,851.43,1465.42
1/1/1999,1999,1,1,855.32,1332.2
1/2/1999,1999,1,2,811.58,1150.64
1/3/1999,1999,1,3,796.97,1012.37
1/4/1999,1999,1,4,790.44,916.44
1/5/1999,1999,1,5,783.83,1097.66
1/6/1999,1999,1,6,790.76,1154.25
1/7/1999,1999,1,7,798.62,1058.28
1/8/1999,1999,1,8,788.34,1027.87
1/9/1999,1999,1,9,776.11,1065.4
1/10/1999,1999,1,10,779,1050.31
1/11/1999,1999,1,11,775.26,1024.35
1/12/1999,1999,1,12,786.41,990.56
1/13/1999,1999,1,13,771.91,1062.44
1/14/1999,1999,1,14,764.28,1192.11
1/15/1999,1999,1,15,821.24,1592.2
1/16/1999,1999,1,16,828.17,1599.23
1/17/1999,1999,1,17,824.91,1462.3
1/18/1999,1999,1,18,827.14,1374.58
1/19/1999,1999,1,19,847.06,1332.36
1/20/1999,1999,1,20,846.54,1683.58
1/21/1999,1999,1,21,920.03,1436.63
1/22/1999,1999,1,22,897.8,1479.89
1/23/1999,1999,1,23,943.16,1685.2
1/24/1999,1999,1,24,943.23,1237.43
1/25/1999,1999,1,25,868.8,992.31
1/26/1999,1999,1,26,864.87,1155.87
1/27/1999,1999,1,27,846.34,1148.32
1/28/1999,1999,1,28,835.23,1059.77
1/29/1999,1999,1,29,834.56,1058.6
1/30/1999,1999,1,30,821.36,987.42
1/31/1999,1999,1,31,809.72,930.43
2/1/1999,1999,2,1,806.41,1197.83
2/2/1999,1999,2,2,817.88,1206.7
2/3/1999,1999,2,3,826.36,1046.67
2/4/1999,1999,2,4,832.76,1141.2
2/5/1999,1999,2,5,814.21,1009.26
2/6/1999,1999,2,6,845.01,1356.08
2/7/1999,1999,2,7,913.86,1420.09
2/8/1999,1999,2,8,992.95,1396.87
2/9/1999,1999,2,9,987.88,1395.17
2/10/1999,1999,2,10,1015.25,1491.19
2/11/1999,1999,2,11,927.56,1255.96
2/12/1999,1999,2,12,890.96,1018.21
2/13/1999,1999,2,13,876.85,1205.17
2/14/1999,1999,2,14,885.3,1417.99
2/15/1999,1999,2,15,877.57,1190.41
2/16/1999,1999,2,16,863.47,1183.69
2/17/1999,1999,2,17,1092.66,1523.69
2/18/1999,1999,2,18,1849.45,1397.53
2/19/1999,1999,2,19,2589.76,1277.53
2/20/1999,1999,2,20,3222.62,1311.1
2/21/1999,1999,2,21,3838.57,1309.92
2/22/1999,1999,2,22,4562.96,1305.68
2/23/1999,1999,2,23,4714.39,1529
2/24/1999,1999,2,24,5016.25,1617.94
2/25/1999,1999,2,25,5580,1803.26
2/26/1999,1999,2,26,5834.12,1692.11
2/27/1999,1999,2,27,5807.75,1606.44
2/28/1999,1999,2,28,5808.41,2165.09
3/1/1999,1999,3,1,5972.68,2869.29
3/2/1999,1999,3,2,5978.8,2642.62
3/3/1999,1999,3,3,5865.51,2482.02
3/4/1999,1999,3,4,6177.52,2254.51
3/5/1999,1999,3,5,6082.21,2128.71
3/6/1999,1999,3,6,6608.1,1934.95
3/7/1999,1999,3,7,7161.89,2021.84
3/8/1999,1999,3,8,7479.05,1873.53
3/9/1999,1999,3,9,7532.05,1841.58
3/10/1999,1999,3,10,7564.78,1869.61
3/11/1999,1999,3,11,7579.07,1809.06
3/12/1999,1999,3,12,7565.72,1757.73
3/13/1999,1999,3,13,7554.71,1786.65
3/14/1999,1999,3,14,7612.09,1964.66
3/15/1999,1999,3,15,7619.07,2077.46
3/16/1999,1999,3,16,7662.68,2409.44
3/17/1999,1999,3,17,7611.82,2679.12
3/18/1999,1999,3,18,7612.64,2846.58
3/19/1999,1999,3,19,7729,3581.2
3/20/1999,1999,3,20,7869.86,4785.24
3/21/1999,1999,3,21,7902.35,6428.52
3/22/1999,1999,3,22,7949.19,6517.46
3/23/1999,1999,3,23,7932.95,6729.73
3/24/1999,1999,3,24,7881.54,7261.03
3/25/1999,1999,3,25,7804.28,8358.07
3/26/1999,1999,3,26,7792.02,9702.93
3/27/1999,1999,3,27,7727.34,8436.19
3/28/1999,1999,3,28,7687.17,6334.89
3/29/1999,1999,3,29,7618.94,5236.19
3/30/1999,1999,3,30,7530.01,4929.61
3/31/1999,1999,3,31,7576.34,4099.8
4/1/1999,1999,4,1,7597.61,3773.24
4/2/1999,1999,4,2,7573.77,3561.16
4/3/1999,1999,4,3,7537.33,3569.24
4/4/1999,1999,4,4,7489.02,3293.26
4/5/1999,1999,4,5,7468.52,3369.45
4/6/1999,1999,4,6,6385.39,3113.58
4/7/1999,1999,4,7,7095.39,3436.18
4/8/1999,1999,4,8,6893.85,3899.66
4/9/1999,1999,4,9,6767.49,3883.64
4/10/1999,1999,4,10,6760.88,3681.33
4/11/1999,1999,4,11,6731.77,3681.17
4/12/1999,1999,4,12,6635.08,3785.34
4/13/1999,1999,4,13,6343.2,4663.81
4/14/1999,1999,4,14,6182.19,6033.47
4/15/1999,1999,4,15,5996.19,6157.8
4/16/1999,1999,4,16,5433.4,6505.73
4/17/1999,1999,4,17,4991.98,7579.19
4/18/1999,1999,4,18,4679.87,9038.49
4/19/1999,1999,4,19,4595.42,11122.57
4/20/1999,1999,4,20,4368.23,12356.85
4/21/1999,1999,4,21,3836.51,11875.86
4/22/1999,1999,4,22,3427.94,9802.28
4/23/1999,1999,4,23,3302.32,8865.16
4/24/1999,1999,4,24,3190.34,9254.23
4/25/1999,1999,4,25,3057.9,9827.91
4/26/1999,1999,4,26,3080.55,11532.06
4/27/1999,1999,4,27,2980.36,11049.82
4/28/1999,1999,4,28,2731.99,10463.94
4/29/1999,1999,4,29,2472.13,9144.33
4/30/1999,1999,4,30,2236.3,8514.84
5/1/1999,1999,5,1,2135.22,9800.18
5/2/1999,1999,5,2,2174.19,11126.97
5/3/1999,1999,5,3,2515.77,10736.43
5/4/1999,1999,5,4,2714.73,9060.25
5/5/1999,1999,5,5,2680.71,7810.03
5/6/1999,1999,5,6,2604.58,7273.27
5/7/1999,1999,5,7,2344.78,7748.97
5/8/1999,1999,5,8,2350.31,8234.4
5/9/1999,1999,5,9,2326.36,7995.62
5/10/1999,1999,5,10,2318.61,7234.02
5/11/1999,1999,5,11,2022.44,6741.58
5/12/1999,1999,5,12,1911.48,6713.28
5/13/1999,1999,5,13,1836.08,6675.75
5/14/1999,1999,5,14,1797.02,6378.53
5/15/1999,1999,5,15,1781.07,5924.06
5/16/1999,1999,5,16,1781.8,5641.39
5/17/1999,1999,5,17,1760.29,5513.99
5/18/1999,1999,5,18,1652.03,5805.11
5/19/1999,1999,5,19,1516.14,7221.61
5/20/1999,1999,5,20,1455.98,8462.14
5/21/1999,1999,5,21,1445.81,9572.5
5/22/1999,1999,5,22,1363.74,11003.49
5/23/1999,1999,5,23,1340.55,12242.73
5/24/1999,1999,5,24,1304.73,15402.16
5/25/1999,1999,5,25,1195.79,14525.31
5/26/1999,1999,5,26,1157.85,16445.28
5/27/1999,1999,5,27,1163.99,15894.37
5/28/1999,1999,5,28,1199.75,14753.42
5/29/1999,1999,5,29,1252.55,15751.61
5/30/1999,1999,5,30,1321.29,15264.1
5/31/1999,1999,5,31,1404.98,12892.66
6/1/1999,1999,6,1,1419.69,11440.41
6/2/1999,1999,6,2,1519.35,12366.63
6/3/1999,1999,6,3,1801.71,11643.42
6/4/1999,1999,6,4,2440.11,10965.91
6/5/1999,1999,6,5,2708.31,9959.28
6/6/1999,1999,6,6,2779.45,9987.23
6/7/1999,1999,6,7,2800.65,9251.75
6/8/1999,1999,6,8,2680.31,8427.85
6/9/1999,1999,6,9,2574.06,7494.39
6/10/1999,1999,6,10,2844.48,6973.86
6/11/1999,1999,6,11,3180.49,6731.25
6/12/1999,1999,6,12,3254.79,6931.56
6/13/1999,1999,6,13,3220.1,7811.2
6/14/1999,1999,6,14,3281.24,8817.05
6/15/1999,1999,6,15,3134.48,10335.03
6/16/1999,1999,6,16,3023.27,12026.96
6/17/1999,1999,6,17,3105.29,12714.35
6/18/1999,1999,6,18,3023.97,11838.56
6/19/1999,1999,6,19,2957.62,11669.81
6/20/1999,1999,6,20,2962.54,10700.69
6/21/1999,1999,6,21,3032.05,10067.55
6/22/1999,1999,6,22,3076.21,8695.52
6/23/1999,1999,6,23,3038.47,8097.41
6/24/1999,1999,6,24,3055.52,7550.81
6/25/1999,1999,6,25,3094.61,7506.7
6/26/1999,1999,6,26,2756.42,6702.62
6/27/1999,1999,6,27,2695.89,6202.11
6/28/1999,1999,6,28,2710.09,5568.26
6/29/1999,1999,6,29,2349.53,5165.42
6/30/1999,1999,6,30,1875.53,5139.55
7/1/1999,1999,7,1,1544.62,5133.79
7/2/1999,1999,7,2,1405.2,4906.11
7/3/1999,1999,7,3,1377.88,4588.63
7/4/1999,1999,7,4,1422.73,4090.88
7/5/1999,1999,7,5,1447.01,3831.12
7/6/1999,1999,7,6,1405.81,3740.42
7/7/1999,1999,7,7,1260.07,3589.87
7/8/1999,1999,7,8,1171.36,3882.32
7/9/1999,1999,7,9,1224.58,3495.92
7/10/1999,1999,7,10,1291.45,3253.84
7/11/1999,1999,7,11,1290.84,3090.12
7/12/1999,1999,7,12,1272.59,3061.1
7/13/1999,1999,7,13,1233.41,2973.49
7/14/1999,1999,7,14,1211.98,2865.66
7/15/1999,1999,7,15,1239.96,2556.34
7/16/1999,1999,7,16,1336.52,2486.82
7/17/1999,1999,7,17,1338.99,2287.48
7/18/1999,1999,7,18,1273.05,2265.76
7/19/1999,1999,7,19,1358.51,2151.83
7/20/1999,1999,7,20,1367.06,2013.88
7/21/1999,1999,7,21,1382.56,1953.77
7/22/1999,1999,7,22,1355.9,2000.99
7/23/1999,1999,7,23,1337.81,1931.6
7/24/1999,1999,7,24,1332.33,1782.9
7/25/1999,1999,7,25,1332.59,1722.16
7/26/1999,1999,7,26,1393.1,1737.8
7/27/1999,1999,7,27,1315.72,1644.77
7/28/1999,1999,7,28,1239.55,1476.24
7/29/1999,1999,7,29,1164.75,1544.5
7/30/1999,1999,7,30,1205.51,1455.02
7/31/1999,1999,7,31,1203.85,1408.92
8/1/1999,1999,8,1,1223.74,1379.58
8/2/1999,1999,8,2,1244.43,1442.99
8/3/1999,1999,8,3,1238.78,1331.69
8/4/1999,1999,8,4,1259.76,1350.91
8/5/1999,1999,8,5,1315.05,1396.57
8/6/1999,1999,8,6,1324.17,1277.96
8/7/1999,1999,8,7,1350.1,1325.34
8/8/1999,1999,8,8,1353.65,1313.33
8/9/1999,1999,8,9,1378.81,1236.57
8/10/1999,1999,8,10,1398.97,1206.01
8/11/1999,1999,8,11,1419.01,1296.78
8/12/1999,1999,8,12,1590.87,1192.24
8/13/1999,1999,8,13,1461.41,1220.86
8/14/1999,1999,8,14,1428.52,1106.87
8/15/1999,1999,8,15,1455.42,1158.57
8/16/1999,1999,8,16,1470,1139.8
8/17/1999,1999,8,17,1373.01,1114.78
8/18/1999,1999,8,18,1311.84,1933.89
8/19/1999,1999,8,19,1277.25,269.55
8/20/1999,1999,8,20,1233,459.66
8/21/1999,1999,8,21,1215.51,990.55
8/22/1999,1999,8,22,1211.63,934.95
8/23/1999,1999,8,23,1259.77,868.46
8/24/1999,1999,8,24,1260.11,877.06
8/25/1999,1999,8,25,1186,772.04
8/26/1999,1999,8,26,1118.1,719.05
8/27/1999,1999,8,27,1180.36,747.36
8/28/1999,1999,8,28,1122.83,876.49
8/29/1999,1999,8,29,1137.41,981.73
8/30/1999,1999,8,30,1183.71,616.93
8/31/1999,1999,8,31,1214.93,609.72
9/1/1999,1999,9,1,1237.41,722.96
9/2/1999,1999,9,2,1233.37,650
9/3/1999,1999,9,3,1220.74,556.83
9/4/1999,1999,9,4,1220.94,296.12
9/5/1999,1999,9,5,1265.85,-22.83
9/6/1999,1999,9,6,1286.15,-356.43
9/7/1999,1999,9,7,1233.59,2179.73
9/8/1999,1999,9,8,1229.89,1269.82
9/9/1999,1999,9,9,1245.6,1202.03
9/10/1999,1999,9,10,1238.69,1287.38
9/11/1999,1999,9,11,1225.82,1255.86
9/12/1999,1999,9,12,1213.87,1270.62
9/13/1999,1999,9,13,1252.05,1250.54
9/14/1999,1999,9,14,1234.47,1011.62
9/15/1999,1999,9,15,1251.13,967.09
9/16/1999,1999,9,16,1263.27,1046.85
9/17/1999,1999,9,17,1302.55,966.59
9/18/1999,1999,9,18,1338.47,902.39
9/19/1999,1999,9,19,1344.01,937.97
9/20/1999,1999,9,20,1384.6,925.21
9/21/1999,1999,9,21,1370.91,910.18
9/22/1999,1999,9,22,1353.25,924.6
9/23/1999,1999,9,23,1344.73,905.29
9/24/1999,1999,9,24,1335.9,878.85
9/25/1999,1999,9,25,1322.79,787.7
9/26/1999,1999,9,26,1322.07,841.7
9/27/1999,1999,9,27,1387.8,845.11
9/28/1999,1999,9,28,1416.01,816.92
9/29/1999,1999,9,29,1405.6,1000.36
9/30/1999,1999,9,30,1347.55,904.43
10/1/1999,1999,10,1,1290.97,899
10/2/1999,1999,10,2,1246.87,950.62
10/3/1999,1999,10,3,1222.1,924.37
10/4/1999,1999,10,4,1207.6,898.32
10/5/1999,1999,10,5,1199.28,863.96
10/6/1999,1999,10,6,1205.97,805.6
10/7/1999,1999,10,7,1246.81,893.17
10/8/1999,1999,10,8,1264.63,851.81
10/9/1999,1999,10,9,1211.01,798.95
10/10/1999,1999,10,10,1159.13,894.82
10/11/1999,1999,10,11,1196.79,815.3
10/12/1999,1999,10,12,1243.72,810.51
10/13/1999,1999,10,13,1222.78,823.05
10/14/1999,1999,10,14,1115.88,769.39
10/15/1999,1999,10,15,1126.36,816.6
10/16/1999,1999,10,16,1207.18,827.7
10/17/1999,1999,10,17,1030.93,828.98
10/18/1999,1999,10,18,1001.22,839.66
10/19/1999,1999,10,19,973.23,836.92
10/20/1999,1999,10,20,1087.86,865.51
10/21/1999,1999,10,21,1128.63,853.13
10/22/1999,1999,10,22,1123.09,847.67
10/23/1999,1999,10,23,1154.98,798.02
10/24/1999,1999,10,24,1153.99,807.49
10/25/1999,1999,10,25,1152.72,769.44
10/26/1999,1999,10,26,1154.44,758.56
10/27/1999,1999,10,27,1145.35,809.85
10/28/1999,1999,10,28,1184.48,1234.02
10/29/1999,1999,10,29,1140.95,1190.03
10/30/1999,1999,10,30,1120.48,987.35
10/31/1999,1999,10,31,1136.04,823.13
11/1/1999,1999,11,1,1101.17,921.8
11/2/1999,1999,11,2,1066.68,839.62
11/3/1999,1999,11,3,1048.84,729.53
11/4/1999,1999,11,4,1036.38,971.92
11/5/1999,1999,11,5,1028.42,907.03
11/6/1999,1999,11,6,1036.15,920.23
11/7/1999,1999,11,7,1030.87,909.54
11/8/1999,1999,11,8,1028.75,864.08
11/9/1999,1999,11,9,1028.4,892.21
11/10/1999,1999,11,10,1026.74,823.35
11/11/1999,1999,11,11,1019.62,960.22
11/12/1999,1999,11,12,1005.46,849.04
11/13/1999,1999,11,13,1003.18,891.96
11/14/1999,1999,11,14,999.57,864.84
11/15/1999,1999,11,15,1006.56,825.7
11/16/1999,1999,11,16,1001.76,839
11/17/1999,1999,11,17,1013.19,921.24
11/18/1999,1999,11,18,1018.93,940.86
11/19/1999,1999,11,19,1005.3,890.18
11/20/1999,1999,11,20,1001.57,965.39
11/21/1999,1999,11,21,999.34,920.92
11/22/1999,1999,11,22,996.69,844.87
11/23/1999,1999,11,23,981.05,673.98
11/24/1999,1999,11,24,975.8,838.11
11/25/1999,1999,11,25,1022.59,1760.91
11/26/1999,1999,11,26,1036.88,2263.79
11/27/1999,1999,11,27,1003.48,2014.23
11/28/1999,1999,11,28,986.92,1324.88
11/29/1999,1999,11,29,979.59,1032.16
11/30/1999,1999,11,30,979.73,1195.84
12/1/1999,1999,12,1,974.86,1197.39
12/2/1999,1999,12,2,977.55,1100.75
12/3/1999,1999,12,3,955.37,1010.4
12/4/1999,1999,12,4,913.81,789.19
12/5/1999,1999,12,5,908.45,779.26
12/6/1999,1999,12,6,910.32,1086.57
12/7/1999,1999,12,7,929.85,1066.53
12/8/1999,1999,12,8,924.86,999.27
12/9/1999,1999,12,9,916.18,882.39
12/10/1999,1999,12,10,916.18,1003.26
12/11/1999,1999,12,11,911.71,979.13
12/12/1999,1999,12,12,911.95,1074.58
12/13/1999,1999,12,13,923.49,1169.18
12/14/1999,1999,12,14,932.36,1002.95
12/15/1999,1999,12,15,915.49,1040.6
12/16/1999,1999,12,16,929.43,1104.82
12/17/1999,1999,12,17,931.53,1129.29
12/18/1999,1999,12,18,921.16,1027.35
12/19/1999,1999,12,19,907.69,1157.2
12/20/1999,1999,12,20,901.7,892.25
12/21/1999,1999,12,21,912.02,869.8
12/22/1999,1999,12,22,902.17,882.52
12/23/1999,1999,12,23,892.87,683.93
12/24/1999,1999,12,24,891.1,671.38
12/25/1999,1999,12,25,900.43,723.71
12/26/1999,1999,12,26,896.46,768.24
12/27/1999,1999,12,27,891.97,872.97
12/28/1999,1999,12,28,888.9,895.13
12/29/1999,1999,12,29,892.71,896.49
12/30/1999,1999,12,30,890.64,1306.28
12/31/1999,1999,12,31,895.5,838.13
1/1/2000,2000,1,1,893.9,1084.29
1/2/2000,2000,1,2,890.31,1122.3
1/3/2000,2000,1,3,890.67,921.21
1/4/2000,2000,1,4,914.47,1039.87
1/5/2000,2000,1,5,943.72,1095.77
1/6/2000,2000,1,6,901.7,811.62
1/7/2000,2000,1,7,895.89,887.8
1/8/2000,2000,1,8,897.3,1180.85
1/9/2000,2000,1,9,909.15,1026.97
1/10/2000,2000,1,10,919.94,1299.44
1/11/2000,2000,1,11,974.59,1289.04
1/12/2000,2000,1,12,1049.15,1109.42
1/13/2000,2000,1,13,964.31,1029.43
1/14/2000,2000,1,14,941.5,1014.95
1/15/2000,2000,1,15,946.74,1215.5
1/16/2000,2000,1,16,961.7,1221.89
1/17/2000,2000,1,17,947.36,1236.32
1/18/2000,2000,1,18,948.46,1156.12
1/19/2000,2000,1,19,946.08,1100.09
1/20/2000,2000,1,20,945.2,1241.23
1/21/2000,2000,1,21,917.46,1062.11
1/22/2000,2000,1,22,921.2,1104.31
1/23/2000,2000,1,23,919.45,957.24
1/24/2000,2000,1,24,953.49,1118.25
1/25/2000,2000,1,25,953.83,1227.98
1/26/2000,2000,1,26,928.51,1119.93
1/27/2000,2000,1,27,914.04,942.83
1/28/2000,2000,1,28,892.21,765.28
1/29/2000,2000,1,29,885.67,743.78
1/30/2000,2000,1,30,879.39,712.25
1/31/2000,2000,1,31,886.9,1125.5
2/1/2000,2000,2,1,889.2,1068.41
2/2/2000,2000,2,2,880.9,1164.53
2/3/2000,2000,2,3,876.16,970.83
2/4/2000,2000,2,4,872.93,1061.89
2/5/2000,2000,2,5,871.8,1121.48
2/6/2000,2000,2,6,870.64,1049.36
2/7/2000,2000,2,7,867.32,1112.85
2/8/2000,2000,2,8,873.63,1103.34
2/9/2000,2000,2,9,860.78,1222.91
2/10/2000,2000,2,10,853,1262.18
2/11/2000,2000,2,11,862.48,1520.62
2/12/2000,2000,2,12,932.07,1671.9
2/13/2000,2000,2,13,951.77,1732.41
2/14/2000,2000,2,14,955.82,2090.51
2/15/2000,2000,2,15,983.75,2221.59
2/16/2000,2000,2,16,940.82,1846
2/17/2000,2000,2,17,919.68,1672.65
2/18/2000,2000,2,18,899.64,1478.25
2/19/2000,2000,2,19,885.48,1313.54
2/20/2000,2000,2,20,880.62,1401.87
2/21/2000,2000,2,21,886.19,1507
2/22/2000,2000,2,22,882.56,1726.04
2/23/2000,2000,2,23,978.56,2542.57
2/24/2000,2000,2,24,1131.14,2360.42
2/25/2000,2000,2,25,1009.4,2132.51
2/26/2000,2000,2,26,969.26,2133.66
2/27/2000,2000,2,27,993.34,2148.49
2/28/2000,2000,2,28,1086.92,2261.05
2/29/2000,2000,2,29,1045,2193.98
3/1/2000,2000,3,1,1022.8,2089.82
3/2/2000,2000,3,2,995.85,1954.55
3/3/2000,2000,3,3,970.88,2113.9
3/4/2000,2000,3,4,954.73,2228.53
3/5/2000,2000,3,5,942.15,2598.35
3/6/2000,2000,3,6,978.07,3191.8
3/7/2000,2000,3,7,1047.88,3063.84
3/8/2000,2000,3,8,1166.79,2772.64
3/9/2000,2000,3,9,1677.16,2809.71
3/10/2000,2000,3,10,1973.26,2263.53
3/11/2000,2000,3,11,1978.8,2295.07
3/12/2000,2000,3,12,1973.46,2111.9
3/13/2000,2000,3,13,1977.83,2025.94
3/14/2000,2000,3,14,1958.71,2190.07
3/15/2000,2000,3,15,1981.82,2254.42
3/16/2000,2000,3,16,1986.44,2275.09
3/17/2000,2000,3,17,2040.72,2101.6
3/18/2000,2000,3,18,1982.96,2122.02
3/19/2000,2000,3,19,2035.48,2745.73
3/20/2000,2000,3,20,2003.67,2356.2
3/21/2000,2000,3,21,1972.01,2284.61
3/22/2000,2000,3,22,2168.12,2357.03
3/23/2000,2000,3,23,2406.34,2794.76
3/24/2000,2000,3,24,2361.08,2744.24
3/25/2000,2000,3,25,2417.08,2787.12
3/26/2000,2000,3,26,2419.38,2865.79
3/27/2000,2000,3,27,2416.89,3424.04
3/28/2000,2000,3,28,2414.73,3969.8
3/29/2000,2000,3,29,2354.56,3572.61
3/30/2000,2000,3,30,2309.49,3201.13
3/31/2000,2000,3,31,2292.87,3078.41
4/1/2000,2000,4,1,2298.16,3075.8
4/2/2000,2000,4,2,2295.69,3720.68
4/3/2000,2000,4,3,2242.08,4767.04
4/4/2000,2000,4,4,2159.42,5241.12
4/5/2000,2000,4,5,2038.16,6559.69
4/6/2000,2000,4,6,2006.89,5871.32
4/7/2000,2000,4,7,2295.08,5135.61
4/8/2000,2000,4,8,2736.76,4782.12
4/9/2000,2000,4,9,2825.85,5991.33
4/10/2000,2000,4,10,2846.94,6014.31
4/11/2000,2000,4,11,2806.85,6132.46
4/12/2000,2000,4,12,2956.46,6590.25
4/13/2000,2000,4,13,3289.13,7638.89
4/14/2000,2000,4,14,3601.83,7989.04
4/15/2000,2000,4,15,3552.46,7200.38
4/16/2000,2000,4,16,3504.76,6518.46
4/17/2000,2000,4,17,3511.52,5992.65
4/18/2000,2000,4,18,3623.31,6397.56
4/19/2000,2000,4,19,3800.61,7004.34
4/20/2000,2000,4,20,3667.61,7299.25
4/21/2000,2000,4,21,3470.86,7924.42
4/22/2000,2000,4,22,3266.8,8226.72
4/23/2000,2000,4,23,3197.22,7952.27
4/24/2000,2000,4,24,3189.85,6861.9
4/25/2000,2000,4,25,2983.79,6238.86
4/26/2000,2000,4,26,2916.78,5895.87
4/27/2000,2000,4,27,2832.8,6038.95
4/28/2000,2000,4,28,2725.52,6714.7
4/29/2000,2000,4,29,2521.98,7162.16
4/30/2000,2000,4,30,2429.06,6723.08
5/1/2000,2000,5,1,2443.49,6740.01
5/2/2000,2000,5,2,2061.95,7145.01
5/3/2000,2000,5,3,1779.32,7606.89
5/4/2000,2000,5,4,1547.58,7943.7
5/5/2000,2000,5,5,1354.73,7997.26
5/6/2000,2000,5,6,1252.12,7046.83
5/7/2000,2000,5,7,1272.26,6711.06
5/8/2000,2000,5,8,1441.09,5918.43
5/9/2000,2000,5,9,1446.07,5600.51
5/10/2000,2000,5,10,1462.85,5332.96
5/11/2000,2000,5,11,1390.86,5105.64
5/12/2000,2000,5,12,1403.64,4543.65
5/13/2000,2000,5,13,1419.67,4403.43
5/14/2000,2000,5,14,1403.95,4099.43
5/15/2000,2000,5,15,1362.6,4176.14
5/16/2000,2000,5,16,1196.77,4477.81
5/17/2000,2000,5,17,1128.34,4574.08
5/18/2000,2000,5,18,1065.97,5299.4
5/19/2000,2000,5,19,899.81,5817.77
5/20/2000,2000,5,20,823.59,6206.74
5/21/2000,2000,5,21,775.45,6718.22
5/22/2000,2000,5,22,782.18,7740.95
5/23/2000,2000,5,23,663.61,8525.72
5/24/2000,2000,5,24,651.72,8797.27
5/25/2000,2000,5,25,669.5,8867.23
5/26/2000,2000,5,26,712.9,7759.02
5/27/2000,2000,5,27,720.31,6983.22
5/28/2000,2000,5,28,776.5,7069.81
5/29/2000,2000,5,29,825.57,6849.5
5/30/2000,2000,5,30,790.86,6285.86
5/31/2000,2000,5,31,806.42,5763.8
6/1/2000,2000,6,1,989.02,5091.23
6/2/2000,2000,6,2,1112.34,4967.58
6/3/2000,2000,6,3,1060.77,4888.87
6/4/2000,2000,6,4,981.82,5237.94
6/5/2000,2000,6,5,1012.43,5569.12
6/6/2000,2000,6,6,966.72,5765.37
6/7/2000,2000,6,7,1118.07,5593.86
